Region,Year,Attribute,Value
European Union,2015,Infant_deaths,3
European Union,2015,Under_five_deaths,3.5
European Union,2015,Adult_mortality,52.9595
Central America and Caribbean,2015,Infant_deaths,4.5
Central America and Caribbean,2015,Under_five_deaths,5.7
Central America and Caribbean,2015,Adult_mortality,89.2395
Africa,2009,Infant_deaths,73.6
Africa,2009,Under_five_deaths,104.2
Africa,2009,Adult_mortality,558.8015
Africa,2007,Infant_deaths,45.2
Africa,2007,Under_five_deaths,69.2
Africa,2007,Adult_mortality,305.7035
Asia,2005,Infant_deaths,34.1
Asia,2005,Under_five_deaths,39.2
Asia,2005,Adult_mortality,222.2305
Africa,2009,Infant_deaths,78.8
Africa,2009,Under_five_deaths,135.1
Africa,2009,Adult_mortality,287.6995
Africa,2001,Infant_deaths,65.2
Africa,2001,Under_five_deaths,122.9
Africa,2001,Adult_mortality,250.9235
Asia,2011,Infant_deaths,34.6
Asia,2011,Under_five_deaths,40.5
Asia,2011,Adult_mortality,190.6065
Africa,2009,Infant_deaths,15.1
Africa,2009,Under_five_deaths,17.6
Africa,2009,Adult_mortality,133.9065
Asia,2000,Infant_deaths,67.6
Asia,2000,Under_five_deaths,83.6
Asia,2000,Adult_mortality,178.7895
Asia,2011,Infant_deaths,49.7
Asia,2011,Under_five_deaths,65.1
Asia,2011,Adult_mortality,212.1825
Asia,2008,Infant_deaths,2.5
Asia,2008,Under_five_deaths,3.4
Asia,2008,Adult_mortality,64.0215
Africa,2011,Infant_deaths,56.7
Africa,2011,Under_five_deaths,86.2
Africa,2011,Adult_mortality,291.222
Rest of Europe,2004,Infant_deaths,19.1
Rest of Europe,2004,Under_five_deaths,21.5
Rest of Europe,2004,Adult_mortality,85.3885
Africa,2006,Infant_deaths,23.4
Africa,2006,Under_five_deaths,27.9
Africa,2006,Adult_mortality,137.01
Africa,2013,Infant_deaths,50.7
Africa,2013,Under_five_deaths,75.5
Africa,2013,Adult_mortality,302.3265
Africa,2002,Infant_deaths,88.9
Africa,2002,Under_five_deaths,143.8
Africa,2002,Adult_mortality,356.206
Africa,2010,Infant_deaths,12.1
Africa,2010,Under_five_deaths,14.1
Africa,2010,Adult_mortality,155.754
Africa,2014,Infant_deaths,36.4
Africa,2014,Under_five_deaths,50.6
Africa,2014,Adult_mortality,228.7625
South America,2015,Infant_deaths,12.2
South America,2015,Under_five_deaths,15.7
South America,2015,Adult_mortality,124.07
Middle East,2011,Infant_deaths,27.9
Middle East,2011,Under_five_deaths,33.8
Middle East,2011,Adult_mortality,172.0465
Oceania,2015,Infant_deaths,23.6
Oceania,2015,Under_five_deaths,28.2
Oceania,2015,Adult_mortality,131.2085
Africa,2008,Infant_deaths,84.5
Africa,2008,Under_five_deaths,119.7
Africa,2008,Adult_mortality,334.523
Asia,2000,Infant_deaths,60.9
Asia,2000,Under_five_deaths,74.4
Asia,2000,Adult_mortality,169.5265
Rest of Europe,2006,Infant_deaths,19
Rest of Europe,2006,Under_five_deaths,21.3
Rest of Europe,2006,Adult_mortality,178.319
European Union,2004,Infant_deaths,4.2
European Union,2004,Under_five_deaths,5.1
European Union,2004,Adult_mortality,89.671
Central America and Caribbean,2008,Infant_deaths,9.2
Central America and Caribbean,2008,Under_five_deaths,11.1
Central America and Caribbean,2008,Adult_mortality,141.2655
Africa,2009,Infant_deaths,40.2
Africa,2009,Under_five_deaths,57.1
Africa,2009,Adult_mortality,297.051
Africa,2011,Infant_deaths,82.3
Africa,2011,Under_five_deaths,143.7
Africa,2011,Adult_mortality,376.7435
Central America and Caribbean,2014,Infant_deaths,15.1
Central America and Caribbean,2014,Under_five_deaths,17.6
Central America and Caribbean,2014,Adult_mortality,116.233
Central America and Caribbean,2011,Infant_deaths,19.1
Central America and Caribbean,2011,Under_five_deaths,22.4
Central America and Caribbean,2011,Adult_mortality,152.2485
Middle East,2009,Infant_deaths,46.4
Middle East,2009,Under_five_deaths,60.1
Middle East,2009,Adult_mortality,238.1945
Central America and Caribbean,2001,Infant_deaths,39.5
Central America and Caribbean,2001,Under_five_deaths,50.1
Central America and Caribbean,2001,Adult_mortality,204.092
Middle East,2002,Infant_deaths,62.8
Middle East,2002,Under_five_deaths,85.7
Middle East,2002,Adult_mortality,249.828
South America,2005,Infant_deaths,19.9
South America,2005,Under_five_deaths,23.5
South America,2005,Adult_mortality,146.204
European Union,2007,Infant_deaths,3.3
European Union,2007,Under_five_deaths,3.9
European Union,2007,Adult_mortality,61.604
Central America and Caribbean,2013,Infant_deaths,55.3
Central America and Caribbean,2013,Under_five_deaths,73.7
Central America and Caribbean,2013,Adult_mortality,249.5855
Rest of Europe,2009,Infant_deaths,12.9
Rest of Europe,2009,Under_five_deaths,14.5
Rest of Europe,2009,Adult_mortality,81.5235
Asia,2009,Infant_deaths,12.2
Asia,2009,Under_five_deaths,14.2
Asia,2009,Adult_mortality,163.0875
Asia,2006,Infant_deaths,14.1
Asia,2006,Under_five_deaths,16.4
Asia,2006,Adult_mortality,174.1335
North America,2001,Infant_deaths,22.8
North America,2001,Under_five_deaths,27.1
North America,2001,Adult_mortality,127.9115
Africa,2005,Infant_deaths,104.4
Africa,2005,Under_five_deaths,172.6
Africa,2005,Adult_mortality,340.636
Rest of Europe,2006,Infant_deaths,7.5
Rest of Europe,2006,Under_five_deaths,8.6
Rest of Europe,2006,Adult_mortality,108.5945
Africa,2005,Infant_deaths,65.5
Africa,2005,Under_five_deaths,105.4
Africa,2005,Adult_mortality,340.5175
Rest of Europe,2003,Infant_deaths,4.5
Rest of Europe,2003,Under_five_deaths,5.3
Rest of Europe,2003,Adult_mortality,70.293
South America,2005,Infant_deaths,25
South America,2005,Under_five_deaths,30
South America,2005,Adult_mortality,160.709
Rest of Europe,2002,Infant_deaths,21.7
Rest of Europe,2002,Under_five_deaths,25.8
Rest of Europe,2002,Adult_mortality,236.105
Central America and Caribbean,2006,Infant_deaths,17.6
Central America and Caribbean,2006,Under_five_deaths,20.6
Central America and Caribbean,2006,Adult_mortality,184.704
Africa,2008,Infant_deaths,46.9
Africa,2008,Under_five_deaths,69
Africa,2008,Adult_mortality,331.725
Africa,2000,Infant_deaths,109.9
Africa,2000,Under_five_deaths,168.9
Africa,2000,Adult_mortality,531.4845
European Union,2005,Infant_deaths,3.6
European Union,2005,Under_five_deaths,4.4
European Union,2005,Adult_mortality,112.1435
Asia,2015,Infant_deaths,27.3
Asia,2015,Under_five_deaths,31.8
Asia,2015,Adult_mortality,175.654
Asia,2005,Infant_deaths,19.9
Asia,2005,Under_five_deaths,24.9
Asia,2005,Adult_mortality,135.885
European Union,2001,Infant_deaths,7.9
European Union,2001,Under_five_deaths,9.4
European Union,2001,Adult_mortality,146.314
Rest of Europe,2012,Infant_deaths,10.8
Rest of Europe,2012,Under_five_deaths,12.1
Rest of Europe,2012,Adult_mortality,164.177
European Union,2015,Infant_deaths,4.2
European Union,2015,Under_five_deaths,5.1
European Union,2015,Adult_mortality,131.7765
Asia,2013,Infant_deaths,8.4
Asia,2013,Under_five_deaths,10.2
Asia,2013,Adult_mortality,90.6615
Africa,2009,Infant_deaths,110.6
Africa,2009,Under_five_deaths,167.7
Africa,2009,Adult_mortality,432.5825
Africa,2012,Infant_deaths,66.8
Africa,2012,Under_five_deaths,104.2
Africa,2012,Adult_mortality,281.847
European Union,2010,Infant_deaths,2.3
European Union,2010,Under_five_deaths,2.8
European Union,2010,Adult_mortality,74.016
Central America and Caribbean,2013,Infant_deaths,8.2
Central America and Caribbean,2013,Under_five_deaths,9.6
Central America and Caribbean,2013,Adult_mortality,88.8035
Rest of Europe,2009,Infant_deaths,8.6
Rest of Europe,2009,Under_five_deaths,10.7
Rest of Europe,2009,Adult_mortality,254.149
Oceania,2011,Infant_deaths,49.4
Oceania,2011,Under_five_deaths,58.8
Oceania,2011,Adult_mortality,160.701
Asia,2013,Infant_deaths,23.9
Asia,2013,Under_five_deaths,30.5
Asia,2013,Adult_mortality,202.9915
Africa,2007,Infant_deaths,65
Africa,2007,Under_five_deaths,103.7
Africa,2007,Adult_mortality,218
European Union,2011,Infant_deaths,8.7
European Union,2011,Under_five_deaths,10.4
European Union,2011,Adult_mortality,139.9065
European Union,2005,Infant_deaths,4
European Union,2005,Under_five_deaths,4.6
European Union,2005,Adult_mortality,79.077
Africa,2005,Infant_deaths,100.9
Africa,2005,Under_five_deaths,166.1
Africa,2005,Adult_mortality,318.546
European Union,2014,Infant_deaths,3.3
European Union,2014,Under_five_deaths,3.8
European Union,2014,Adult_mortality,62.447
Asia,2012,Infant_deaths,17.9
Asia,2012,Under_five_deaths,22.4
Asia,2012,Adult_mortality,128.8585
Oceania,2013,Infant_deaths,25.6
Oceania,2013,Under_five_deaths,30.7
Oceania,2013,Adult_mortality,167.636
South America,2013,Infant_deaths,28.8
South America,2013,Under_five_deaths,35
South America,2013,Adult_mortality,212.365
Rest of Europe,2010,Infant_deaths,2.2
Rest of Europe,2010,Under_five_deaths,2.7
Rest of Europe,2010,Adult_mortality,53.441
European Union,2011,Infant_deaths,3.3
European Union,2011,Under_five_deaths,3.9
European Union,2011,Adult_mortality,56.2325
Africa,2014,Infant_deaths,35.7
Africa,2014,Under_five_deaths,49.7
Africa,2014,Adult_mortality,209.3335
Africa,2007,Infant_deaths,90.4
Africa,2007,Under_five_deaths,126.7
Africa,2007,Adult_mortality,297.835
Africa,2006,Infant_deaths,53.4
Africa,2006,Under_five_deaths,95
Africa,2006,Adult_mortality,653.918
Asia,2005,Infant_deaths,55.7
Asia,2005,Under_five_deaths,74.4
Asia,2005,Adult_mortality,207.188
European Union,2006,Infant_deaths,4
European Union,2006,Under_five_deaths,4.8
European Union,2006,Adult_mortality,92.1215
Middle East,2008,Infant_deaths,9.4
Middle East,2008,Under_five_deaths,10.9
Middle East,2008,Adult_mortality,74.978
Central America and Caribbean,2013,Infant_deaths,17.7
Central America and Caribbean,2013,Under_five_deaths,20.7
Central America and Caribbean,2013,Adult_mortality,149.23
Africa,2004,Infant_deaths,97.2
Africa,2004,Under_five_deaths,139.8
Africa,2004,Adult_mortality,319.556
Asia,2008,Infant_deaths,2.3
Asia,2008,Under_five_deaths,2.8
Asia,2008,Adult_mortality,62.236
Asia,2008,Infant_deaths,36.8
Asia,2008,Under_five_deaths,42.7
Asia,2008,Adult_mortality,139.7585
Africa,2011,Infant_deaths,66.3
Africa,2011,Under_five_deaths,116.9
Africa,2011,Adult_mortality,276.3855
Africa,2003,Infant_deaths,104.3
Africa,2003,Under_five_deaths,151.3
Africa,2003,Adult_mortality,332.2065
Africa,2008,Infant_deaths,43.9
Africa,2008,Under_five_deaths,66.7
Africa,2008,Adult_mortality,295.939
Asia,2014,Infant_deaths,17.6
Asia,2014,Under_five_deaths,22
Asia,2014,Adult_mortality,125.984
Middle East,2009,Infant_deaths,9.2
Middle East,2009,Under_five_deaths,10.7
Middle East,2009,Adult_mortality,71.642
Central America and Caribbean,2014,Infant_deaths,17.8
Central America and Caribbean,2014,Under_five_deaths,19.9
Central America and Caribbean,2014,Adult_mortality,169.9695
Central America and Caribbean,2012,Infant_deaths,15.1
Central America and Caribbean,2012,Under_five_deaths,17.6
Central America and Caribbean,2012,Adult_mortality,190.07
Asia,2009,Infant_deaths,2.3
Asia,2009,Under_five_deaths,2.8
Asia,2009,Adult_mortality,60.491
Africa,2008,Infant_deaths,54.5
Africa,2008,Under_five_deaths,86.8
Africa,2008,Adult_mortality,384.1585
European Union,2010,Infant_deaths,5.1
European Union,2010,Under_five_deaths,6
European Union,2010,Adult_mortality,156.927
Middle East,2012,Infant_deaths,15
Middle East,2012,Under_five_deaths,17.5
Middle East,2012,Adult_mortality,86.748
Rest of Europe,2012,Infant_deaths,10
Rest of Europe,2012,Under_five_deaths,11.2
Rest of Europe,2012,Adult_mortality,79.762
Central America and Caribbean,2006,Infant_deaths,5.7
Central America and Caribbean,2006,Under_five_deaths,7.2
Central America and Caribbean,2006,Adult_mortality,99.5345
Oceania,2004,Infant_deaths,50.4
Oceania,2004,Under_five_deaths,66.2
Oceania,2004,Adult_mortality,255.71
Central America and Caribbean,2008,Infant_deaths,12.7
Central America and Caribbean,2008,Under_five_deaths,14.7
Central America and Caribbean,2008,Adult_mortality,157.714
South America,2014,Infant_deaths,15.4
South America,2014,Under_five_deaths,18
South America,2014,Adult_mortality,143.0785
Central America and Caribbean,2003,Infant_deaths,14.3
Central America and Caribbean,2003,Under_five_deaths,16.7
Central America and Caribbean,2003,Adult_mortality,182.864
European Union,2001,Infant_deaths,17.3
European Union,2001,Under_five_deaths,20.5
European Union,2001,Adult_mortality,176.1925
Asia,2000,Infant_deaths,57.5
Asia,2000,Under_five_deaths,77.2
Asia,2000,Adult_mortality,291.8915
South America,2004,Infant_deaths,22
South America,2004,Under_five_deaths,28.3
South America,2004,Adult_mortality,144.121
European Union,2005,Infant_deaths,3.5
European Union,2005,Under_five_deaths,4.2
European Union,2005,Adult_mortality,101.813
Central America and Caribbean,2000,Infant_deaths,12.6
Central America and Caribbean,2000,Under_five_deaths,15.5
Central America and Caribbean,2000,Adult_mortality,156.232
Asia,2001,Infant_deaths,55.8
Asia,2001,Under_five_deaths,74.6
Asia,2001,Adult_mortality,229.513
Central America and Caribbean,2000,Infant_deaths,24.7
Central America and Caribbean,2000,Under_five_deaths,27.9
Central America and Caribbean,2000,Adult_mortality,193.695
Africa,2015,Infant_deaths,87.9
Africa,2015,Under_five_deaths,123.3
Africa,2015,Adult_mortality,411.0745
Africa,2007,Infant_deaths,57.9
Africa,2007,Under_five_deaths,92.8
Africa,2007,Adult_mortality,398.626
Middle East,2002,Infant_deaths,12.5
Middle East,2002,Under_five_deaths,14.5
Middle East,2002,Adult_mortality,122.173
Rest of Europe,2008,Infant_deaths,2.9
Rest of Europe,2008,Under_five_deaths,3.6
Rest of Europe,2008,Adult_mortality,66.2655
North America,2005,Infant_deaths,19.5
North America,2005,Under_five_deaths,22.9
North America,2005,Adult_mortality,123.4585
Africa,2011,Infant_deaths,40.7
Africa,2011,Under_five_deaths,62.1
Africa,2011,Adult_mortality,206.2
Africa,2012,Infant_deaths,70.2
Africa,2012,Under_five_deaths,92.7
Africa,2012,Adult_mortality,527.8865
South America,2004,Infant_deaths,13.2
South America,2004,Under_five_deaths,15.1
South America,2004,Adult_mortality,118.88
Asia,2010,Infant_deaths,70.1
Asia,2010,Under_five_deaths,87.1
Asia,2010,Adult_mortality,169.1665
Rest of Europe,2013,Infant_deaths,7.6
Rest of Europe,2013,Under_five_deaths,9.4
Rest of Europe,2013,Adult_mortality,220.997
Rest of Europe,2012,Infant_deaths,9.2
Rest of Europe,2012,Under_five_deaths,10.7
Rest of Europe,2012,Adult_mortality,203.7885
Africa,2001,Infant_deaths,119.7
Africa,2001,Under_five_deaths,176.6
Africa,2001,Adult_mortality,330.7235
Oceania,2011,Infant_deaths,16.5
Oceania,2011,Under_five_deaths,19.2
Oceania,2011,Adult_mortality,124.37
European Union,2014,Infant_deaths,7.3
European Union,2014,Under_five_deaths,8.7
European Union,2014,Adult_mortality,139.2615
Africa,2012,Infant_deaths,71
Africa,2012,Under_five_deaths,100.1
Africa,2012,Adult_mortality,413.238
European Union,2010,Infant_deaths,3.5
European Union,2010,Under_five_deaths,4.1
European Union,2010,Adult_mortality,83.927
Central America and Caribbean,2009,Infant_deaths,20.7
Central America and Caribbean,2009,Under_five_deaths,23.2
Central America and Caribbean,2009,Adult_mortality,179.4475
Rest of Europe,2002,Infant_deaths,4.5
Rest of Europe,2002,Under_five_deaths,5.4
Rest of Europe,2002,Adult_mortality,71.8885
Africa,2001,Infant_deaths,73.7
Africa,2001,Under_five_deaths,116.4
Africa,2001,Adult_mortality,333.336
Africa,2001,Infant_deaths,98.8
Africa,2001,Under_five_deaths,181.1
Africa,2001,Adult_mortality,323.509
South America,2010,Infant_deaths,15.7
South America,2010,Under_five_deaths,18.3
South America,2010,Adult_mortality,147.6795
Africa,2004,Infant_deaths,90.7
Africa,2004,Under_five_deaths,162.2
Africa,2004,Adult_mortality,307.8875
Asia,2013,Infant_deaths,9.8
Asia,2013,Under_five_deaths,12.5
Asia,2013,Adult_mortality,86.4435
Africa,2012,Infant_deaths,45.6
Africa,2012,Under_five_deaths,70.7
Africa,2012,Adult_mortality,325.5425
Africa,2008,Infant_deaths,25.3
Africa,2008,Under_five_deaths,29.5
Africa,2008,Adult_mortality,108.0665
Africa,2003,Infant_deaths,48.4
Africa,2003,Under_five_deaths,75.7
Africa,2003,Adult_mortality,494.388
South America,2004,Infant_deaths,18.9
South America,2004,Under_five_deaths,22.1
South America,2004,Adult_mortality,160.261
North America,2006,Infant_deaths,18.8
North America,2006,Under_five_deaths,22.1
North America,2006,Adult_mortality,122.558
Asia,2009,Infant_deaths,47.2
Asia,2009,Under_five_deaths,61.4
Asia,2009,Adult_mortality,194.7545
European Union,2003,Infant_deaths,7.3
European Union,2003,Under_five_deaths,8.8
European Union,2003,Adult_mortality,144.053
Africa,2013,Infant_deaths,30.1
Africa,2013,Under_five_deaths,39.3
Africa,2013,Adult_mortality,384.094
Africa,2003,Infant_deaths,21.9
Africa,2003,Under_five_deaths,25.5
Africa,2003,Adult_mortality,139.5715
Africa,2014,Infant_deaths,40.6
Africa,2014,Under_five_deaths,58.8
Africa,2014,Adult_mortality,316.5765
Asia,2005,Infant_deaths,52.8
Asia,2005,Under_five_deaths,64.7
Asia,2005,Adult_mortality,221.5355
Africa,2004,Infant_deaths,24
Africa,2004,Under_five_deaths,28.6
Africa,2004,Adult_mortality,139.353
Rest of Europe,2001,Infant_deaths,25.7
Rest of Europe,2001,Under_five_deaths,29.1
Rest of Europe,2001,Adult_mortality,143.7555
Rest of Europe,2002,Infant_deaths,3.7
Rest of Europe,2002,Under_five_deaths,4.6
Rest of Europe,2002,Adult_mortality,78.9785
Rest of Europe,2003,Infant_deaths,13.6
Rest of Europe,2003,Under_five_deaths,15.8
Rest of Europe,2003,Adult_mortality,262.4035
European Union,2014,Infant_deaths,2.2
European Union,2014,Under_five_deaths,2.7
European Union,2014,Adult_mortality,69.2825
Africa,2014,Infant_deaths,66
Africa,2014,Under_five_deaths,92.1
Africa,2014,Adult_mortality,246.675
European Union,2002,Infant_deaths,7.3
European Union,2002,Under_five_deaths,9.3
European Union,2002,Adult_mortality,211.7
Asia,2003,Infant_deaths,60
Asia,2003,Under_five_deaths,81.1
Asia,2003,Adult_mortality,213.299
Asia,2008,Infant_deaths,38
Asia,2008,Under_five_deaths,47.8
Asia,2008,Adult_mortality,234.5365
European Union,2001,Infant_deaths,6.9
European Union,2001,Under_five_deaths,8
European Union,2001,Adult_mortality,121.781
Oceania,2015,Infant_deaths,3.3
Oceania,2015,Under_five_deaths,3.9
Oceania,2015,Adult_mortality,61.7325
Central America and Caribbean,2000,Infant_deaths,19.2
Central America and Caribbean,2000,Under_five_deaths,22.2
Central America and Caribbean,2000,Adult_mortality,183.408
Africa,2015,Infant_deaths,19.8
Africa,2015,Under_five_deaths,23.3
Africa,2015,Adult_mortality,149.529
Africa,2000,Infant_deaths,90.2
Africa,2000,Under_five_deaths,155.9
Africa,2000,Adult_mortality,603.461
Africa,2004,Infant_deaths,67.1
Africa,2004,Under_five_deaths,115.2
Africa,2004,Adult_mortality,545.294
South America,2009,Infant_deaths,17.5
South America,2009,Under_five_deaths,19.5
South America,2009,Adult_mortality,157.279
European Union,2003,Infant_deaths,4.3
European Union,2003,Under_five_deaths,5.2
European Union,2003,Adult_mortality,93.89
Africa,2009,Infant_deaths,12.5
Africa,2009,Under_five_deaths,14.6
Africa,2009,Adult_mortality,153.4275
European Union,2002,Infant_deaths,7.6
European Union,2002,Under_five_deaths,9
European Union,2002,Adult_mortality,184.567
Rest of Europe,2004,Infant_deaths,18.3
Rest of Europe,2004,Under_five_deaths,21.5
Rest of Europe,2004,Adult_mortality,232.9535
Africa,2010,Infant_deaths,74.7
Africa,2010,Under_five_deaths,106.3
Africa,2010,Adult_mortality,420.1715
European Union,2005,Infant_deaths,4.2
European Union,2005,Under_five_deaths,5
European Union,2005,Adult_mortality,90.2045
Rest of Europe,2015,Infant_deaths,9.4
Rest of Europe,2015,Under_five_deaths,10.5
Rest of Europe,2015,Adult_mortality,156.2355
Middle East,2001,Infant_deaths,9.3
Middle East,2001,Under_five_deaths,10.9
Middle East,2001,Adult_mortality,95.5935
Oceania,2000,Infant_deaths,6.1
Oceania,2000,Under_five_deaths,7.4
Oceania,2000,Adult_mortality,85.7
Central America and Caribbean,2007,Infant_deaths,14.2
Central America and Caribbean,2007,Under_five_deaths,15.4
Central America and Caribbean,2007,Adult_mortality,112.486
Africa,2005,Infant_deaths,74
Africa,2005,Under_five_deaths,116.1
Africa,2005,Adult_mortality,604.613
Rest of Europe,2002,Infant_deaths,5.4
Rest of Europe,2002,Under_five_deaths,6.3
Rest of Europe,2002,Adult_mortality,85.37
Africa,2003,Infant_deaths,58
Africa,2003,Under_five_deaths,88.5
Africa,2003,Adult_mortality,293.6475
Asia,2002,Infant_deaths,62.1
Asia,2002,Under_five_deaths,84.5
Asia,2002,Adult_mortality,216.3545
Rest of Europe,2001,Infant_deaths,3.1
Rest of Europe,2001,Under_five_deaths,3.9
Rest of Europe,2001,Adult_mortality,69.582
Asia,2001,Infant_deaths,3.1
Asia,2001,Under_five_deaths,4.3
Asia,2001,Adult_mortality,71.4415
Rest of Europe,2003,Infant_deaths,25.5
Rest of Europe,2003,Under_five_deaths,28.8
Rest of Europe,2003,Adult_mortality,171.3125
Africa,2013,Infant_deaths,47.3
Africa,2013,Under_five_deaths,69.6
Africa,2013,Adult_mortality,234.3685
Rest of Europe,2001,Infant_deaths,13.2
Rest of Europe,2001,Under_five_deaths,14.8
Rest of Europe,2001,Adult_mortality,121.482
Africa,2006,Infant_deaths,17.9
Africa,2006,Under_five_deaths,21
Africa,2006,Adult_mortality,103.28
Rest of Europe,2012,Infant_deaths,4.6
Rest of Europe,2012,Under_five_deaths,5.5
Rest of Europe,2012,Adult_mortality,106.849
Central America and Caribbean,2013,Infant_deaths,18.5
Central America and Caribbean,2013,Under_five_deaths,20.9
Central America and Caribbean,2013,Adult_mortality,139.7475
Africa,2005,Infant_deaths,90.7
Africa,2005,Under_five_deaths,129.6
Africa,2005,Adult_mortality,306.9055
Central America and Caribbean,2011,Infant_deaths,27.6
Central America and Caribbean,2011,Under_five_deaths,33.4
Central America and Caribbean,2011,Adult_mortality,173.86
Oceania,2003,Infant_deaths,19.2
Oceania,2003,Under_five_deaths,22.5
Oceania,2003,Adult_mortality,215.093
Africa,2006,Infant_deaths,92.3
Africa,2006,Under_five_deaths,150.1
Africa,2006,Adult_mortality,392.374
Africa,2012,Infant_deaths,37.9
Africa,2012,Under_five_deaths,50.5
Africa,2012,Adult_mortality,354.013
Africa,2002,Infant_deaths,83.7
Africa,2002,Under_five_deaths,137.5
Africa,2002,Adult_mortality,410.158
Oceania,2010,Infant_deaths,24.3
Oceania,2010,Under_five_deaths,29.1
Oceania,2010,Adult_mortality,144.4315
European Union,2004,Infant_deaths,6.7
European Union,2004,Under_five_deaths,7.9
European Union,2004,Adult_mortality,180.2155
Africa,2003,Infant_deaths,89.5
Africa,2003,Under_five_deaths,144.9
Africa,2003,Adult_mortality,333.165
European Union,2012,Infant_deaths,2.6
European Union,2012,Under_five_deaths,3.1
European Union,2012,Adult_mortality,54.618
Rest of Europe,2000,Infant_deaths,8.7
Rest of Europe,2000,Under_five_deaths,9.9
Rest of Europe,2000,Adult_mortality,121.234
European Union,2008,Infant_deaths,2.4
European Union,2008,Under_five_deaths,3
European Union,2008,Adult_mortality,71.6035
Rest of Europe,2007,Infant_deaths,7.2
Rest of Europe,2007,Under_five_deaths,8.3
Rest of Europe,2007,Adult_mortality,106.9245
Oceania,2013,Infant_deaths,24.3
Oceania,2013,Under_five_deaths,29.1
Oceania,2013,Adult_mortality,135.872
Africa,2014,Infant_deaths,12.6
Africa,2014,Under_five_deaths,14.7
Africa,2014,Adult_mortality,152.1215
Central America and Caribbean,2015,Infant_deaths,12
Central America and Caribbean,2015,Under_five_deaths,14
Central America and Caribbean,2015,Adult_mortality,158.589
Central America and Caribbean,2001,Infant_deaths,24.5
Central America and Caribbean,2001,Under_five_deaths,27.7
Central America and Caribbean,2001,Adult_mortality,191.866
South America,2015,Infant_deaths,18.2
South America,2015,Under_five_deaths,20.3
South America,2015,Adult_mortality,170.129
European Union,2015,Infant_deaths,2.3
European Union,2015,Under_five_deaths,2.8
European Union,2015,Adult_mortality,54.393
Africa,2011,Infant_deaths,60.5
Africa,2011,Under_five_deaths,82
Africa,2011,Adult_mortality,239.043
Rest of Europe,2003,Infant_deaths,12.9
Rest of Europe,2003,Under_five_deaths,16.1
Rest of Europe,2003,Adult_mortality,323.8525
European Union,2007,Infant_deaths,2.8
European Union,2007,Under_five_deaths,3.5
European Union,2007,Adult_mortality,95.089
European Union,2010,Infant_deaths,3.1
European Union,2010,Under_five_deaths,3.8
European Union,2010,Adult_mortality,86.146
Middle East,2005,Infant_deaths,19.7
Middle East,2005,Under_five_deaths,23.2
Middle East,2005,Adult_mortality,122.7175
Asia,2009,Infant_deaths,20
Asia,2009,Under_five_deaths,22.5
Asia,2009,Adult_mortality,247.1405
Africa,2014,Infant_deaths,69.9
Africa,2014,Under_five_deaths,96.8
Africa,2014,Adult_mortality,327.5505
European Union,2012,Infant_deaths,4.2
European Union,2012,Under_five_deaths,5.2
European Union,2012,Adult_mortality,179.772
Africa,2012,Infant_deaths,43.2
Africa,2012,Under_five_deaths,67.7
Africa,2012,Adult_mortality,270
Rest of Europe,2009,Infant_deaths,2.2
Rest of Europe,2009,Under_five_deaths,2.8
Rest of Europe,2009,Adult_mortality,56.594
Central America and Caribbean,2013,Infant_deaths,7.1
Central America and Caribbean,2013,Under_five_deaths,8.5
Central America and Caribbean,2013,Adult_mortality,132.9015
Africa,2014,Infant_deaths,20.5
Africa,2014,Under_five_deaths,24.3
Africa,2014,Adult_mortality,151.4815
North America,2008,Infant_deaths,6.5
North America,2008,Under_five_deaths,7.6
North America,2008,Adult_mortality,107.758
Africa,2015,Infant_deaths,11.4
Africa,2015,Under_five_deaths,13.3
Africa,2015,Adult_mortality,134.7895
European Union,2012,Infant_deaths,9.5
European Union,2012,Under_five_deaths,11.2
European Union,2012,Adult_mortality,135.6795
Middle East,2008,Infant_deaths,9.8
Middle East,2008,Under_five_deaths,11.4
Middle East,2008,Adult_mortality,71.4135
Africa,2006,Infant_deaths,53.1
Africa,2006,Under_five_deaths,79.8
Africa,2006,Adult_mortality,359.3415
European Union,2005,Infant_deaths,3
European Union,2005,Under_five_deaths,3.6
European Union,2005,Adult_mortality,65.34
Africa,2010,Infant_deaths,61.9
Africa,2010,Under_five_deaths,121.9
Africa,2010,Adult_mortality,267.262
Central America and Caribbean,2009,Infant_deaths,21.1
Central America and Caribbean,2009,Under_five_deaths,24.9
Central America and Caribbean,2009,Adult_mortality,163.375
European Union,2000,Infant_deaths,4.7
European Union,2000,Under_five_deaths,5.7
European Union,2000,Adult_mortality,102.388
Africa,2004,Infant_deaths,56.4
Africa,2004,Under_five_deaths,85.6
Africa,2004,Adult_mortality,286.594
Africa,2006,Infant_deaths,18.6
Africa,2006,Under_five_deaths,21.7
Africa,2006,Adult_mortality,133.113
Oceania,2002,Infant_deaths,76.8
Oceania,2002,Under_five_deaths,96.5
Oceania,2002,Adult_mortality,249.406
Middle East,2007,Infant_deaths,4.1
Middle East,2007,Under_five_deaths,5.1
Middle East,2007,Adult_mortality,65.745
South America,2013,Infant_deaths,13.3
South America,2013,Under_five_deaths,17.1
South America,2013,Adult_mortality,127.208
Central America and Caribbean,2005,Infant_deaths,23
Central America and Caribbean,2005,Under_five_deaths,25.9
Central America and Caribbean,2005,Adult_mortality,186.471
Asia,2010,Infant_deaths,11.9
